frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
547,613.0,[2327.7745199124815 1262.2928246764566 2884.831642573647 1744.955809044665],[2522.992431640625 1570.4730224609375 2690.113525390625 1661.7891845703125],0.6337631344795227,EF10DZT,0.5669927281261161
551,389.0,[3015.6490390133195 993.8545028698845 3521.416985813973 1409.2485713548713],[3186.366943359375 1260.6719970703125 3343.510986328125 1325.3887939453125],0.40961915254592896,OU53OIJ,0.11120635834294036
556,613.0,[2328.9851808444673 1287.7267966091113 2895.3473646076063 1793.7378373807173],[2526.461669921875 1606.7691650390625 2700.1904296875 1693.3934326171875],0.6775773167610168,EF10DZT,0.3695796614117827
559,389.0,[3032.42521810449 1003.8893301965311 3554.9222366255167 1437.0546201431519],[3206.97314453125 1269.8695068359375 3383.836181640625 1347.18212890625],0.47102633118629456,OU02HJJ,0.06824477456798894
564,343.0,[851.2692237278588 1412.4953141156498 1537.518275690546 2060.6197966403142],[1091.155029296875 1820.992431640625 1292.884521484375 1910.7064208984375],0.665836751461029,AK64DMV,0.6917510674086816
587,389.0,[3105.752885216484 1101.5152133052165 3675.215789946342 1560.4646262729211],[3304.078125 1370.3228759765625 3494.73779296875 1466.949462890625],0.39146628975868225,OU62HIJ,0.4293637355766227
592,389.0,[3129.818410774391 1128.2812685750728 3697.9741135240683 1586.9043205824041],[3334.2158203125 1363.36279296875 3513.48046875 1492.8092041015625],0.4484296143054962,OU62HIJ,0.3734837150250348
598,389.0,[3153.685688914724 1159.2621273990362 3728.8089612691883 1614.5531601281305],[3352.955810546875 1439.4713134765625 3538.901611328125 1521.141845703125],0.5282303094863892,OU62MLJ,0.1874155760265584
619,389.0,[3222.144037520646 1226.6268734059336 3840.153725617069 1735.2983273766508],[3455.644775390625 1550.4661865234375 3625.102294921875 1620.9669189453125],0.3647683560848236,OU62MIA,0.13814200148659692
627,389.0,[3251.8764794563367 1253.79631740326 3846.115464123771 1762.954458074638],[3483.856201171875 1608.10693359375 3696.999755859375 1695.774169921875],0.4025160074234009,QU62HYJ,0.6121854578507783
632,389.0,[3264.4124337578155 1277.4580496970034 3844.7467505815443 1802.7908686309097],[3513.51123046875 1632.5064697265625 3699.396240234375 1717.8870849609375],0.4861881136894226,OU62HYJ,0.43967455142761847
636,389.0,[3285.69346503474 1292.7642283258945 3847.623128922171 1827.9794851805543],[3535.79150390625 1645.1163330078125 3733.06201171875 1725.00048828125],0.34322261810302734,OU52HYJ,0.1879770312446714
640,293.0,[2219.9348475990496 1330.6162095132704 2848.9891761206386 1836.1718813053667],[2442.442626953125 1674.043701171875 2628.20751953125 1745.412353515625],0.4424603283405304,AF65JRV,0.36567726013392443
641,367.0,[2257.1489133004598 963.7032249520315 2660.5215454748777 1338.274694533935],[2406.701904296875 1199.44189453125 2525.7041015625 1263.749267578125],0.46296676993370056,GJ06EPD,0.04119364827744441
647,389.0,[3328.4165426788127 1344.2751809126728 3843.865957467289 1896.8837489002615],[3616.754150390625 1732.8134765625 3789.826904296875 1811.04052734375],0.4757908880710602,OU52HVJ,0.3112963581086118
648,367.0,[2257.081507528636 977.0107810435578 2669.902299036637 1356.312651305091],[2402.71142578125 1218.0440673828125 2536.507080078125 1277.4639892578125],0.5529863238334656,GJ05IFD,0.1280796297022517
650,367.0,[2257.344237529669 987.8152315918295 2673.123388048237 1364.5578602554067],[2402.565185546875 1223.01123046875 2531.770751953125 1282.7847900390625],0.47281962633132935,GJ05EPD,0.19278950711891119
655,367.0,[2256.777876204778 992.4952984757882 2675.8381013043777 1372.9984509494675],[2402.179931640625 1230.600341796875 2533.050537109375 1296.8035888671875],0.547356128692627,GJ06EPD,0.11047149162580339
661,367.0,[2259.5158729621194 1003.4320963631144 2682.985853630052 1394.061855649638],[2400.451904296875 1250.7496337890625 2540.38330078125 1315.2225341796875],0.5425597429275513,TJ06EFD,0.3969326247817146
663,367.0,[2260.825221181409 1006.3843361978531 2684.0993218780513 1399.0185976557584],[2404.432861328125 1258.676513671875 2543.0048828125 1320.139892578125],0.5991964936256409,GJ06EPD,0.2541082864907612
675,367.0,[2260.2215453587382 1039.1107948889155 2696.2387696805877 1441.164710226333],[2407.34716796875 1288.7015380859375 2552.775390625 1366.0672607421875],0.5759531855583191,GJ06EFO,0.15334991127894884
680,367.0,[2260.854666248298 1050.3705768687375 2701.2316813393586 1452.6640242798892],[2408.745849609375 1305.21826171875 2562.632568359375 1376.1163330078125],0.6259883046150208,GJ06EAD,0.3040703453803779
681,367.0,[2262.3392158910556 1052.6798916635262 2703.4876286170584 1456.0266095291363],[2401.837890625 1303.614990234375 2564.822998046875 1381.8355712890625],0.6053093075752258,CJ06EAD,0.3061527976027963
682,367.0,[2263.090972505662 1056.2152765660771 2704.475626889513 1458.9402917821599],[2408.69482421875 1309.39794921875 2563.513427734375 1381.63525390625],0.5968630313873291,CJ06EPD,0.11854668972011531
683,367.0,[2263.050212587242 1061.8760718979408 2705.2673020185825 1463.95533618085],[2408.612548828125 1313.2840576171875 2559.46728515625 1383.4881591796875],0.618607223033905,GJ06EPD,0.3293156626331295
686,367.0,[2263.2719603838473 1064.8379310263601 2708.8224181003984 1471.3484454415832],[2425.822509765625 1318.3077392578125 2569.3515625 1390.1004638671875],0.6428167223930359,GJ06EPO,0.6173560913905031
687,367.0,[2262.827851457495 1070.1589238462745 2709.903432178681 1476.8238845421108],[2420.284423828125 1321.6121826171875 2565.91845703125 1392.162353515625],0.6631590127944946,TJ05EPO,0.1919735612454674
688,367.0,[2262.626878550685 1074.6005842084687 2710.928835172161 1479.301533028744],[2420.454345703125 1322.550537109375 2568.73681640625 1396.254150390625],0.6564998030662537,GJ06EPQ,0.24759389258596706
689,367.0,[2262.4905982072296 1075.4560575040016 2712.3770483992566 1481.5199447355837],[2415.479248046875 1325.1739501953125 2565.958251953125 1396.90478515625],0.652658224105835,GJ06EPD,0.22311099617598143
697,293.0,[2290.138861714813 1593.5290521260758 3004.9396787670585 2151.196906849966],[2536.92431640625 1994.43896484375 2754.228759765625 2086.673583984375],0.6672681570053101,AF65JKC,0.09540774096480885
700,367.0,[2272.4328802766913 1092.8887109753155 2735.2510049297407 1515.230040425285],[2434.74853515625 1362.3438720703125 2576.48828125 1434.4046630859375],0.6393015384674072,OJ06EPD,0.13487922210319828
702,367.0,[2274.1690218406857 1097.3168859891189 2741.694312542256 1522.9687322460722],[2433.978515625 1368.1688232421875 2580.065185546875 1439.510498046875],0.6520841717720032,GJ06EPD,0.32292029473123385
703,367.0,[2272.5916737789657 1098.8266434093237 2741.6480549532635 1525.0780722539569],[2435.909912109375 1368.97314453125 2588.580322265625 1443.0810546875],0.6562530398368835,GJ06EPO,0.09782863402795142
704,367.0,[2272.7385024251043 1101.0252777337198 2740.219039853233 1527.5350825535759],[2433.266845703125 1376.0885009765625 2586.35986328125 1447.162109375],0.6288982033729553,GJ06EPD,0.2376999338029343
707,367.0,[2275.670703284563 1109.6270591478215 2741.1604398408713 1536.0715371363635],[2439.194580078125 1385.9580078125 2590.989990234375 1453.549560546875],0.5639181137084961,CJ06EPD,0.7121596418935316
712,367.0,[2280.0044375209277 1123.2482862140882 2747.97914710308 1558.9909317335187],[2438.939208984375 1399.1463623046875 2596.617431640625 1477.5484619140625],0.5669028162956238,GJ06EPD,0.6673466306552274
713,367.0,[2280.8200111880487 1126.1331845475252 2749.926125033023 1563.0017711768674],[2442.5263671875 1407.5050048828125 2592.7578125 1479.94091796875],0.5629103183746338,OJ06EPD,0.26196449070190786
719,741.0,[908.4196077692848 1396.4306795202717 1542.869388342526 1946.4450147366767],[1119.30029296875 1816.169677734375 1308.8602294921875 1901.89599609375],0.25827500224113464,KH06KSU,0.6394328625035987
744,367.0,[2303.1486831901675 1208.843146277602 2811.0918291703083 1689.006754823578],[2474.45947265625 1520.4539794921875 2643.961669921875 1598.4906005859375],0.6172517538070679,GJ06EPD,0.2655433658475066
745,367.0,[2303.162775592712 1215.6247766843078 2814.9312500876795 1693.9789716978055],[2476.1259765625 1523.1082763671875 2646.015625 1598.90625],0.5882365703582764,GJ06EPD,0.47677557048117375
746,784.0,[1058.9818847350205 1140.267478779058 1588.7572006417106 1585.6348943637036],[1242.7113037109375 1431.6640625 1398.929443359375 1501.8326416015625],0.5128062963485718,LN15ZZC,0.23416280056960823
747,784.0,[1055.9951449870734 1141.4667645764837 1586.987554741888 1590.9494828032277],[1241.5064697265625 1445.6544189453125 1395.8292236328125 1508.59326171875],0.5355809330940247,LM15ZZC,0.4208508595917528
752,367.0,[2302.0385042213716 1235.184755315643 2829.3076406621926 1721.0502927682355],[2485.88525390625 1553.93701171875 2648.2939453125 1631.56494140625],0.6381703615188599,GJ06EPD,0.49645807123338925
754,741.0,[798.0004935187767 1563.3296409678132 1509.123007036983 2153.0288953272993],[1045.2421875 2032.8040771484375 1246.6693115234375 2113.92822265625],0.649070680141449,XH06KSU,0.3864229160127081
755,741.0,[797.702060196104 1567.6608392291437 1510.6986520351456 2154.6636852524584],[1039.9156494140625 2041.262451171875 1248.0106201171875 2129.046142578125],0.6607417464256287,KH06KSU,0.2844431784992322
757,367.0,[2302.4924789194065 1257.9754266834825 2831.8738703308745 1745.5348175627823],[2487.911865234375 1570.144775390625 2658.560302734375 1648.306640625],0.6335263848304749,GJ06EPD,0.8170657132096477
758,784.0,[1032.086661643883 1176.4391042743869 1575.2030457406922 1641.2287483789855],[1224.790283203125 1479.7508544921875 1378.688232421875 1547.1563720703125],0.5646400451660156,LM15ZZC,0.30182760645809026
765,367.0,[2305.790968971057 1288.2050899171304 2845.613122334714 1781.2485338363053],[2494.954345703125 1608.7752685546875 2670.413818359375 1685.6004638671875],0.6638942360877991,GJ06EPD,0.4901058301096995
766,367.0,[2304.3195091532702 1291.0684187525587 2846.3580724824074 1785.6623614453645],[2497.808349609375 1611.99462890625 2670.34423828125 1685.8524169921875],0.6477234363555908,GJ05EPD,0.32665785580164075
767,367.0,[2301.538543309026 1293.815952432553 2846.62655413614 1791.2946420247356],[2498.046630859375 1616.8209228515625 2668.9287109375 1693.8028564453125],0.6310293078422546,GJ06EPD,0.25887184420780607
769,367.0,[2302.9323436197315 1296.2720696606693 2852.3782060121007 1799.3820507959108],[2499.355224609375 1627.7794189453125 2671.8427734375 1703.4715576171875],0.6471961140632629,GJ06EPD,0.21119326792224588
774,367.0,[2301.9592755977624 1324.6488454921712 2861.770106069231 1831.6853757037832],[2498.629638671875 1653.4337158203125 2676.032470703125 1732.2408447265625],0.6742662191390991,GJ06EPD,0.534012735630373
775,367.0,[2303.1459026177063 1326.9675196688395 2864.1361332018187 1835.8606096413623],[2499.73291015625 1655.689453125 2680.41357421875 1732.8687744140625],0.6734949946403503,GJ06EPD,0.6351707705501817
778,367.0,[2302.73886076669 1333.0026178767293 2867.3715455627444 1849.6999719102587],[2508.447021484375 1677.3746337890625 2680.224853515625 1750.029052734375],0.6217886805534363,GJ06EPD,0.2862529724607325
780,367.0,[2305.6119640647967 1346.4784861046535 2872.247564354717 1864.3795485214948],[2505.392578125 1684.357177734375 2678.5849609375 1763.829345703125],0.6566967964172363,GJ06EPD,0.3602023190145196
781,367.0,[2302.832765031859 1349.1946799950356 2872.472004527148 1868.7814578317548],[2501.96630859375 1683.1322021484375 2686.3583984375 1770.1973876953125],0.6641990542411804,GJ06EPD,0.1844679938346161
784,367.0,[2301.5535788638704 1365.80737154338 2881.11742823527 1887.4081891484718],[2502.62841796875 1700.909912109375 2687.774169921875 1783.550537109375],0.6519919633865356,CJ06EPD,0.10063363541900738
785,367.0,[2301.113754690577 1369.5129826004013 2882.7803870537196 1893.835614758812],[2505.2353515625 1706.7425537109375 2688.239013671875 1791.9796142578125],0.6423372626304626,CJ06EPD,0.3210224214357176
787,367.0,[2298.4244341155218 1375.1234388722987 2878.6494275506757 1901.1155470743893],[2511.024169921875 1717.5618896484375 2690.98388671875 1799.0826416015625],0.6290529370307922,GJ06EPD,0.36126033674438635
788,367.0,[2298.2227418870884 1381.0839350872002 2878.4851847417017 1908.2907199108517],[2508.610107421875 1723.1612548828125 2688.245361328125 1802.7623291015625],0.6485159993171692,GJ06EPD,0.42761750679828614
792,367.0,[2296.870191175838 1403.6918285709426 2886.2310242721223 1936.3557974791233],[2508.506103515625 1749.8580322265625 2691.025634765625 1829.3272705078125],0.6620209813117981,GJ06EPD,0.6594963869849652
800,784.0,[902.4655757668579 1319.8140848517403 1514.2459672476348 1856.2246753210359],[1114.7398681640625 1665.737548828125 1292.8560791015625 1746.432861328125],0.6484490633010864,LA15ZZC,0.29895950344333433
801,367.0,[2303.8572170108673 1449.9903452525473 2909.0675614847814 1994.7685746735883],[2521.10791015625 1799.501953125 2704.2158203125 1881.040283203125],0.6520123481750488,GJ06EPD,0.38128711230194245
802,367.0,[2306.2768362012707 1452.9532460238324 2910.149419652352 1999.2043209428143],[2522.262451171875 1797.90283203125 2713.6171875 1888.62646484375],0.6526681780815125,LJ06EPD,0.6542265144673398
822,605.0,[2292.968371870301 1177.8175477407715 2855.912687286501 1610.1841606501346],[2494.2041015625 1460.681884765625 2647.96044921875 1534.4107666015625],0.6348721981048584,DA07CLX,0.226457637912908
849,880.0,[2174.196408100331 846.1495232602487 2668.267976067607 1351.8696378237416],[2347.550537109375 1202.4603271484375 2483.02734375 1269.5794677734375],0.5871092081069946,CV03NVS,0.06968252207931802
853,979.0,[2164.4284693077902 852.5893723280844 2677.515037927574 1368.5301499593131],[2348.9736328125 1212.6138916015625 2484.439453125 1282.723876953125],0.6038820743560791,EV03VOS,0.29137843687699577
879,605.0,[2298.1783184272836 1376.4610874518994 2939.021193970998 1886.8085539395215],[2532.112060546875 1718.2291259765625 2712.022705078125 1788.3541259765625],0.560135006904602,DA07CLX,0.34741347758375996
882,1001.0,[2139.7653235809908 907.6373419308457 2692.1764568435415 1461.662967025879],[2354.282470703125 1300.3880615234375 2497.479736328125 1372.1976318359375],0.6571843028068542,EY03VOS,0.04737783818932015
885,880.0,[2141.112173797971 912.22802855585 2699.690477113426 1470.0298975492624],[2354.198974609375 1311.523681640625 2496.240478515625 1380.0087890625],0.6289421916007996,EY05VOS,0.1804391482778047
910,1047.0,[2124.030983628711 963.7424117677136 2705.7484112378647 1560.7738286535214],[2333.481689453125 1390.7900390625 2490.841064453125 1466.826904296875],0.6095930933952332,EV09VOS,0.17608837892464718
922,1030.0,[2122.462132198163 982.9849755939435 2732.1877205366654 1607.8081897020743],[2331.387451171875 1435.787109375 2489.548095703125 1508.593505859375],0.5895029902458191,EY06VOS,0.15731218965612276
925,605.0,[2350.602194309736 1617.5568865869113 3069.9596203893257 2154.5075838663665],[2625.731201171875 2003.9952392578125 2827.13916015625 2090.074462890625],0.6552435159683228,DA07CLX,0.5022257948315626
927,1030.0,[2114.3543208481037 997.5392976293994 2747.007776050997 1631.3538842994262],[2328.339111328125 1454.8353271484375 2487.6591796875 1533.12939453125],0.6843988299369812,EY06YWS,0.2776736919271427
933,1030.0,[2104.9972260636773 1011.841738640318 2732.642090502392 1669.5914876745614],[2324.208251953125 1483.671142578125 2484.340576171875 1563.1231689453125],0.6223112940788269,EY06VAS,0.07516039788268615
935,1030.0,[2106.0109337128497 1013.6968521717299 2734.633247489932 1674.665101739472],[2324.086181640625 1488.6419677734375 2487.17431640625 1567.6885986328125],0.6549778580665588,EY09VVS,0.5197194309842947
936,605.0,[2371.8295147078215 1681.378359116699 3121.1086732016256 2162.1072475289207],[2651.291259765625 2092.366455078125 2859.584716796875 2160.0],0.6290861964225769,DA07CLA,0.6460406769585646
954,1030.0,[2093.8802290576587 1059.5415590551338 2740.480977756113 1773.0990530168433],[2318.214111328125 1576.06982421875 2486.805908203125 1656.87646484375],0.648719072341919,EY09VMS,0.3149662281871219
967,1108.0,[2073.458994029712 1138.063598340746 2750.295012166922 1849.046859549057],[2316.4482421875 1634.89501953125 2492.649169921875 1714.9461669921875],0.6730480194091797,EY09VVS,0.15925047984186605
974,1114.0,[2065.4197716450453 1118.0864102928383 2761.9801062226597 1890.5083352564682],[2315.814453125 1677.28173828125 2497.1455078125 1758.177734375],0.6656322479248047,EY06VIS,0.18622050331155587
978,1114.0,[2067.3577609370964 1134.3976886067867 2766.984398887777 1907.020991958318],[2321.040283203125 1699.61767578125 2498.832763671875 1779.0308837890625],0.673974335193634,EY09VVS,0.19680819659930296
983,1114.0,[2062.2060972736354 1154.9771113409092 2784.0361387285075 1945.572902865777],[2332.04248046875 1732.5963134765625 2515.237060546875 1816.1773681640625],0.6743484139442444,EY09VMS,0.27914403109648084
988,1114.0,[2075.2034967694804 1227.7646104722867 2790.718010947204 1987.885414478103],[2333.9130859375 1762.077392578125 2525.52685546875 1844.779541015625],0.6589083075523376,EY06VMS,0.32559205891721654
991,1114.0,[2072.0909559471406 1251.9203200330967 2792.444018790529 2004.3663224595634],[2340.455078125 1778.634521484375 2532.417724609375 1864.8079833984375],0.6825168132781982,EY09VUS,0.11696411226737263
993,1114.0,[2068.483923431075 1227.1590960017702 2800.792397002222 2003.4924055282168],[2341.791015625 1793.458740234375 2538.25 1876.42529296875],0.6509677171707153,EY09VVS,0.22856931097197708
994,1114.0,[2065.9956525628236 1199.5097804256768 2800.710352493566 2001.0863408924918],[2345.4287109375 1797.00732421875 2541.387451171875 1879.87060546875],0.6435291767120361,EY06VIS,0.14271534945847486
995,1114.0,[2070.378439944894 1182.8001848851832 2808.266870429121 2008.7392130219296],[2348.975341796875 1805.843994140625 2543.507080078125 1890.955078125],0.612138032913208,EY09VDS,0.2130877871714911
997,1114.0,[2083.6180469444257 1177.7435215138166 2826.183410155943 2029.0009013543463],[2351.64990234375 1817.384521484375 2547.0703125 1906.8956298828125],0.6611764430999756,EY06VQS,0.18712960541885254
998,1114.0,[2092.0079916612985 1196.8260792544916 2841.4971290477242 2049.954454407351],[2353.7138671875 1824.0889892578125 2555.40673828125 1916.6949462890625],0.6851319670677185,EY06VOS,0.17513322916233093
1000,1114.0,[2085.2833402480014 1242.6723940082766 2844.0390184790253 2079.4679487225953],[2351.330810546875 1832.5052490234375 2552.013427734375 1929.8485107421875],0.6623715162277222,EY09VIS,0.2619422666962891
1003,1114.0,[2093.7067882090705 1229.1240819621962 2851.3616749527873 2085.391157459718],[2363.901611328125 1860.105224609375 2565.514892578125 1951.2705078125],0.6768258810043335,EV09VIS,0.2260440352815156
1004,1114.0,[2097.7589951801333 1257.9121574484138 2859.8568149995695 2101.6084766312056],[2367.590576171875 1864.4583740234375 2570.048828125 1958.89501953125],0.6803025603294373,EY09VIS,0.2518375567008099
1006,1114.0,[2102.6491637451654 1303.1735802977778 2868.983009749001 2119.308121103753],[2367.172119140625 1883.290283203125 2575.84130859375 1972.4989013671875],0.6715293526649475,EY09VMS,0.5351585474755509
1008,1114.0,[2104.9902400009732 1331.2382012242294 2874.678375248315 2133.3930778834815],[2379.570556640625 1895.864501953125 2582.925537109375 1993.222412109375],0.663060188293457,EY09VMS,0.47368724570052334
1009,1114.0,[2103.4486846158384 1338.8145543622488 2874.6533307990308 2136.6006712977596],[2380.483154296875 1901.156982421875 2579.933349609375 1994.5283203125],0.6653475165367126,EY09VMS,0.36765470089286884
1013,1114.0,[2108.768719765013 1361.6766146287343 2888.3617784876196 2153.0157124257257],[2386.071533203125 1935.3541259765625 2593.08251953125 2026.6102294921875],0.6742073893547058,EV06VWS,0.045968363996876656
1015,1114.0,[2112.8471174382116 1351.7810555822552 2891.9587380066 2149.828259340206],[2389.41357421875 1946.8912353515625 2594.10498046875 2045.9033203125],0.6640350222587585,EY09VST,0.5205772687230574
1017,1114.0,[2118.758045856979 1343.7569954382961 2904.4663247743965 2145.54109472825],[2397.8125 1972.0546875 2599.782958984375 2059.639892578125],0.6781463027000427,EY09VMS,0.4736281515639132
1018,1114.0,[2119.4726764514944 1319.9404417500375 2912.0440535675416 2138.0438591414004],[2398.398193359375 1973.9993896484375 2603.665283203125 2061.856689453125],0.6976701617240906,EY06VUS,0.09344353696514017
1021,1114.0,[2125.2004679174356 1347.7605828050487 2926.957351080868 2158.367988824321],[2401.56640625 1991.087890625 2617.87841796875 2088.166015625],0.661343514919281,EY09VIS,0.38691714025720114
1022,1114.0,[2125.144761440035 1312.5637717739428 2927.0023424122883 2140.3036016356823],[2408.219482421875 2001.8800048828125 2622.956787109375 2101.810546875],0.6845346093177795,EY09VOS,0.25816790666723094
1023,1114.0,[2129.9393868802367 1308.884509337633 2934.302686572342 2141.291399494004],[2407.217041015625 2014.8570556640625 2625.846435546875 2110.699462890625],0.679539144039154,EY09VIS,0.1588525622860739
1024,1114.0,[2130.9809421935847 1347.6826546900122 2938.719593675715 2159.130198058846],[2411.16357421875 2018.359130859375 2626.458251953125 2112.301025390625],0.7008500695228577,EY06WIS,0.23857383105672975
1026,1114.0,[2133.5314109346014 1330.5700763831965 2947.3289790117565 2145.773902212469],[2417.7666015625 2039.86083984375 2630.1162109375 2138.033203125],0.6923505067825317,EY09VIS,0.35538727983941354
1027,1114.0,[2133.23136930697 1354.0984431075578 2949.1038945663668 2155.2712929705967],[2419.54638671875 2043.4251708984375 2629.23876953125 2142.60595703125],0.686341404914856,EY06VUS,0.08090489218629662
1029,1114.0,[2135.678202947814 1402.2059259829857 2957.614097866451 2168.3287508458325],[2426.20263671875 2065.862060546875 2639.6728515625 2157.56640625],0.6955084204673767,EY06MNS,0.3569543300166275
1030,1114.0,[2135.5822375320063 1432.0963923837444 2960.7232950673165 2171.1918326391656],[2426.2421875 2068.637451171875 2642.253173828125 2160.0],0.6958638429641724,EY03MMS,0.07379133999999503
1031,1114.0,[2129.9830065819924 1453.3431197168845 2962.3193168030393 2169.0999080787838],[2429.28857421875 2079.24169921875 2645.05078125 2160.0],0.6827355623245239,EY09VMS,0.06940645595363082
1121,1019.0,[2116.8528801870575 1190.6994586397764 2859.421092731786 1882.177151645822],[2403.495361328125 1683.342041015625 2581.90966796875 1757.9677734375],0.7031650543212891,BP63LYH,0.6347239757779395
1122,1019.0,[2118.616093651838 1195.0897296574346 2861.1075198917433 1886.4115609889138],[2403.216552734375 1694.51220703125 2580.097900390625 1762.1531982421875],0.7060919404029846,BP63LYH,0.8959081401035326
1123,1019.0,[2119.354579794892 1197.4855529511865 2864.688905247044 1889.8817682449267],[2402.046875 1696.938720703125 2585.99560546875 1766.069091796875],0.6895149946212769,BP63LYH,0.8293358285446282
1124,1019.0,[2126.9301136971553 1201.2445316808348 2874.227438060061 1894.6248305417098],[2402.5576171875 1700.9373779296875 2589.535888671875 1773.2186279296875],0.7010682225227356,BP63LYH,0.6053434915471799
1127,1019.0,[2124.531140198129 1210.9160561474214 2879.4684426228996 1908.9607619242156],[2409.291015625 1715.0079345703125 2595.246826171875 1793.4693603515625],0.5859472155570984,BP63LYH,0.9195974659076861
1129,1019.0,[2130.5249657982104 1217.2474108891242 2888.9658242455407 1922.89398978778],[2412.4462890625 1721.8831787109375 2595.912109375 1802.4166259765625],0.6920686960220337,BP63LYH,0.4019583835385484
1134,1019.0,[2138.303731913516 1232.8871139543985 2900.7651280580344 1957.207058538269],[2421.355224609375 1750.8868408203125 2613.7001953125 1831.30859375],0.6664168834686279,BP63LYH,0.9820199159010297
1209,1269.0,[2091.85793765535 1227.0930028879998 2681.2970115486532 1689.9384283934369],[2319.602294921875 1534.046630859375 2478.6630859375 1612.359375],0.6910713911056519,WG65ZFX,0.2647418384816544
1240,1269.0,[2094.027809366007 1334.567825898187 2725.223356235535 1846.1495769719577],[2346.871826171875 1681.0418701171875 2520.9208984375 1753.1231689453125],0.6527528762817383,NG65ZFX,0.26235470326146276
1246,1269.0,[2102.1096667431266 1360.0437286327785 2751.614625376018 1886.9428856789411],[2356.150634765625 1705.4296875 2533.625244140625 1780.946044921875],0.6684465408325195,NG65ZFX,0.3750165638023482
1247,1269.0,[2104.5728829906298 1363.9015146027043 2756.48682739921 1892.835513638259],[2360.809814453125 1712.3323974609375 2531.3466796875 1788.2794189453125],0.6444680094718933,OG65ZFX,0.3102197128367256
1249,1269.0,[2100.491406213706 1371.3527497401815 2755.275820686469 1901.0988176294545],[2357.308837890625 1722.0567626953125 2537.189453125 1801.9647216796875],0.6586942076683044,NG65ZFX,0.4496953362714692
1251,1269.0,[2102.224413628668 1381.2241707590847 2762.8819261028357 1912.5859218989194],[2356.8349609375 1729.9373779296875 2541.09765625 1816.7132568359375],0.6939335465431213,NG65ZFX,0.22117754816420668
1254,1269.0,[2102.6940512013125 1397.2008539302087 2770.14464771825 1930.3184983707933],[2362.307373046875 1746.52197265625 2548.171142578125 1830.8013916015625],0.674813985824585,NG65ZFX,0.6068982122498988
1256,1269.0,[2107.8769043021784 1405.8572063618162 2777.812993557546 1941.249776220301],[2365.36376953125 1755.1790771484375 2550.26513671875 1845.9158935546875],0.6750214695930481,AG65ZFX,0.3495412719325531
1257,1269.0,[2106.2286154516446 1410.3083237690632 2779.3464791553674 1947.701644458675],[2367.506103515625 1764.3399658203125 2553.032958984375 1854.8240966796875],0.6658692955970764,AG65ZFX,0.17267166151794
1259,1269.0,[2107.320501317199 1418.099885620432 2784.5058280956428 1959.9760298014553],[2374.575927734375 1773.8314208984375 2555.517333984375 1865.4801025390625],0.7019229531288147,WG65ZFX,0.41120495957533687
1260,1269.0,[2109.521259435201 1424.224418885885 2791.919355228955 1968.747913754883],[2376.33984375 1779.5657958984375 2562.043212890625 1871.149658203125],0.6951541900634766,NG65ZFY,0.5979770737611183
1261,1269.0,[2108.722740375648 1426.5970291593148 2792.81515468851 1974.19563064476],[2379.166259765625 1782.877197265625 2564.02587890625 1871.3599853515625],0.7003819942474365,WC65ZFX,0.505758435474439
1263,1269.0,[2112.385947236305 1435.1267001600995 2796.891704189559 1985.6633555194744],[2380.8759765625 1796.58837890625 2569.035888671875 1883.322509765625],0.6783021688461304,AG65ZFX,0.5334336281132711
1268,1269.0,[2115.9884866966727 1461.883660671633 2811.6400586425884 2017.6148166407204],[2382.2724609375 1824.037353515625 2575.18408203125 1916.52685546875],0.6742548942565918,NG65ZFX,0.28074359389958653
1269,1269.0,[2116.856536023067 1468.3755046736956 2813.656974661665 2026.2360807638156],[2389.2275390625 1831.792236328125 2579.376953125 1922.63525390625],0.6625187397003174,UC65ZFX,0.06685668149332795
1270,1269.0,[2120.404872586134 1471.3904596789566 2817.180460028587 2030.7179078739528],[2393.33203125 1835.8697509765625 2579.912353515625 1926.0367431640625],0.6657674908638,NC65ZFX,0.4008711042469432
1271,1269.0,[2126.725578648445 1475.6540146477282 2818.8173026159716 2036.9457944041228],[2392.453369140625 1840.76806640625 2583.232421875 1934.501220703125],0.6750604510307312,NG65ZFX,0.37303891299229147
1274,1269.0,[2118.928807485857 1491.6987917366177 2822.636435902894 2061.0292426474593],[2397.497314453125 1864.1546630859375 2590.61474609375 1956.3475341796875],0.683091402053833,NG65ZFX,0.39861057577436426
1276,1269.0,[2128.032201713238 1498.4193294806623 2832.020999011835 2070.7600200606453],[2403.701904296875 1876.8702392578125 2593.989990234375 1963.3941650390625],0.6652334928512573,AG65ZFX,0.40131937142213786
1278,1269.0,[2123.1786404681015 1511.831713011452 2836.8473381956046 2084.53135010391],[2404.916015625 1886.4239501953125 2599.336669921875 1979.823486328125],0.6889950037002563,NG65ZFX,0.5334086009529615
1279,1269.0,[2126.2186392727476 1516.5325324823946 2840.9154910324764 2090.122231165455],[2405.76123046875 1891.408447265625 2598.960205078125 1979.57666015625],0.6773786544799805,NG65ZFX,0.598463011508854
1280,1269.0,[2126.3048756364033 1518.913848848966 2843.8950935096427 2094.737884096752],[2412.739990234375 1900.9901123046875 2603.49267578125 1986.9141845703125],0.6352032423019409,NG65ZFX,0.7185168053815731
